Date, Open, High, Low, Close, Volume, Adj Close, Dividend, Stock Split
2012-02-21, 87.74, 88.05, 87.40, 87.60, 2406700, 78.80,,
2012-02-17, 87.99, 88.15, 87.48, 87.56, 2834600, 78.76,,
2012-02-16, 86.99, 87.76, 86.96, 87.65, 2548800, 78.84,,
2012-02-15, 87.42, 87.72, 86.75, 87.01, 3647000, 78.27, 0.59, 
2012-02-14, 87.60, 88.00, 87.22, 87.99, 2850300, 78.62,,
2012-02-13, 87.57, 88.09, 87.16, 88.03, 2530600, 78.65,,
2012-02-10, 87.20, 87.56, 86.75, 87.14, 3085700, 77.86,,
2012-02-09, 87.54, 88.18, 87.46, 88.02, 3031600, 78.64,,
2012-02-08, 88.12, 88.29, 87.68, 87.97, 2522800, 78.60,,
2012-02-07, 87.32, 88.22, 86.69, 87.89, 2959100, 78.53,,
2012-02-06, 87.15, 87.94, 87.15, 87.56, 2189300, 78.23,,
2012-02-03, 88.08, 88.29, 87.47, 87.73, 3195500, 78.39,,
2012-02-02, 87.25, 87.77, 87.06, 87.43, 2288000, 78.12,,
2012-02-01, 87.52, 87.98, 87.23, 87.35, 3005500, 78.05,,
2012-01-31, 87.88, 87.88, 85.79, 86.71, 3552100, 77.47,,
2012-01-30, 86.50, 87.59, 86.42, 87.34, 3148400, 78.04,,
2012-01-27, 87.15, 87.80, 86.67, 87.46, 3747200, 78.14,,
2012-01-26, 87.51, 87.99, 87.00, 87.58, 4898900, 78.25,,
2012-01-25, 85.30, 86.66, 85.00, 86.48, 4412000, 77.27,,
2012-01-24, 85.26, 85.94, 84.63, 85.93, 3895600, 76.78,,
2012-01-23, 85.70, 86.06, 85.31, 85.61, 3494800, 76.49,,
2012-01-20, 85.45, 85.70, 84.96, 85.65, 3522600, 76.53,,
2012-01-19, 85.10, 86.23, 84.92, 85.80, 3413700, 76.66,,
2012-01-18, 84.14, 85.12, 84.02, 85.07, 3721100, 76.01,,
2012-01-17, 84.85, 85.36, 84.13, 84.23, 2694900, 75.26,,
2012-01-13, 83.75, 84.12, 83.07, 83.60, 3092900, 74.70,,
2012-01-12, 84.37, 84.64, 83.76, 84.28, 3649900, 75.30,,
2012-01-11, 83.24, 83.89, 83.08, 83.77, 4465300, 74.85,,
2012-01-10, 84.59, 85.19, 84.04, 84.30, 3438400, 75.32,,
2012-01-09, 83.58, 84.06, 83.26, 83.87, 2796600, 74.94,,
2012-01-06, 83.78, 84.24, 83.32, 83.37, 2839200, 74.49,,
2012-01-05, 83.53, 83.87, 82.70, 83.80, 3116400, 74.87,,
2012-01-04, 83.13, 84.26, 83.11, 84.18, 3007400, 75.21,,
2012-01-03, 83.76, 84.44, 83.36, 83.49, 3380100, 74.60,,
2011-12-30, 82.23, 82.45, 81.60, 81.73, 1706500, 73.02,,
2011-12-29, 81.37, 82.20, 81.19, 82.11, 1935200, 73.36,,
2011-12-28, 82.22, 82.44, 80.94, 81.15, 2613300, 72.51,,
2011-12-27, 81.91, 82.64, 81.62, 82.28, 1722600, 73.52,,
2011-12-23, 81.24, 82.21, 80.78, 82.20, 2042200, 73.44,,
2011-12-22, 80.27, 81.18, 79.93, 80.97, 3164200, 72.35,,
2011-12-21, 80.43, 80.47, 78.97, 80.00, 3611800, 71.48,,
2011-12-20, 79.19, 80.40, 78.87, 80.31, 4660200, 71.76,,
2011-12-19, 79.02, 79.50, 77.51, 77.82, 3485400, 69.53,,
2011-12-16, 79.52, 80.02, 78.42, 78.87, 6492600, 70.47,,
2011-12-15, 79.43, 79.78, 78.60, 78.86, 3247000, 70.46,,
2011-12-14, 79.18, 79.45, 78.26, 78.51, 4203000, 70.15,,
2011-12-13, 81.00, 81.22, 78.91, 79.41, 3975800, 70.95,,
2011-12-12, 81.90, 81.99, 80.03, 80.59, 3338000, 72.01,,
2011-12-09, 80.92, 82.42, 80.77, 82.20, 4075500, 73.44,,
2011-12-08, 81.83, 82.14, 80.26, 80.46, 3980600, 71.89,,
2011-12-07, 82.03, 82.73, 80.78, 82.39, 4306100, 73.61,,
2011-12-06, 82.13, 82.80, 81.61, 82.13, 6011800, 73.38,,
2011-12-05, 81.33, 81.60, 80.34, 80.93, 5910500, 72.31,,
2011-12-02, 81.39, 81.46, 79.05, 79.76, 5578000, 71.26,,
2011-12-01, 81.25, 81.31, 80.25, 80.30, 3867100, 71.75,,
2011-11-30, 79.71, 81.05, 79.43, 81.04, 8721000, 72.41,,
2011-11-29, 78.00, 78.18, 77.03, 77.24, 3853300, 69.01,,
2011-11-28, 77.20, 78.01, 77.05, 77.72, 4923100, 69.44,,
2011-11-25, 75.55, 76.86, 75.55, 76.13, 2094000, 68.02,,
2011-11-23, 77.08, 77.16, 75.49, 75.54, 4149900, 67.49,,
2011-11-22, 77.63, 78.94, 77.45, 77.83, 4170600, 69.54, 0.55, 
2011-11-21, 79.28, 79.64, 77.54, 78.39, 5438800, 69.55,,
2011-11-18, 80.70, 81.02, 79.98, 80.54, 3928300, 71.46,,
2011-11-17, 81.53, 81.67, 79.67, 80.43, 5077900, 71.36,,
2011-11-16, 81.29, 83.10, 80.86, 81.87, 5097100, 72.64,,
2011-11-15, 81.44, 82.38, 81.06, 81.87, 3602400, 72.64,,
2011-11-14, 81.56, 82.49, 81.38, 81.87, 3168600, 72.64,,
2011-11-11, 81.30, 82.66, 81.30, 82.29, 3645800, 73.01,,
2011-11-10, 80.31, 81.16, 79.65, 80.32, 4646300, 71.26,,
2011-11-09, 80.13, 80.31, 78.47, 79.00, 6393500, 70.09,,
2011-11-08, 80.29, 82.00, 80.00, 81.83, 4230500, 72.60,,
2011-11-07, 79.27, 80.19, 78.30, 79.69, 4311700, 70.70,,
2011-11-04, 78.97, 79.54, 78.12, 79.30, 3771900, 70.36,,
2011-11-03, 78.86, 79.82, 77.89, 79.64, 4337800, 70.66,,
2011-11-02, 77.39, 78.64, 77.35, 78.06, 3559600, 69.26,,
2011-11-01, 77.89, 78.22, 76.26, 76.53, 5772100, 67.90,,
2011-10-31, 79.88, 80.59, 78.93, 79.02, 4022500, 70.11,,
2011-10-28, 81.53, 81.84, 80.50, 81.00, 5252000, 71.86,,
2011-10-27, 79.51, 82.33, 78.92, 81.41, 7413700, 72.23,,
2011-10-26, 77.98, 78.40, 75.97, 77.02, 5788900, 68.33,,
2011-10-25, 76.88, 79.02, 76.28, 77.04, 12651800, 68.35,,
2011-10-24, 80.32, 82.40, 80.23, 82.18, 5428700, 72.91,,
2011-10-21, 79.38, 80.56, 78.98, 80.48, 5125200, 71.40,,
2011-10-20, 77.77, 79.06, 77.11, 78.68, 4087300, 69.81,,
2011-10-19, 78.26, 78.86, 77.27, 77.70, 3865000, 68.94,,
2011-10-18, 76.18, 79.15, 75.71, 78.36, 4167200, 69.52,,
2011-10-17, 78.63, 79.05, 75.66, 75.88, 4359500, 67.32,,
2011-10-14, 78.94, 79.23, 78.12, 78.89, 2840800, 69.99,,
2011-10-13, 78.27, 78.40, 76.67, 77.80, 3726900, 69.03,,
2011-10-12, 76.73, 79.34, 76.73, 78.36, 5663300, 69.52,,
2011-10-11, 76.55, 76.87, 75.89, 76.42, 3320200, 67.80,,
2011-10-10, 75.12, 76.74, 75.09, 76.72, 3855600, 68.07,,
2011-10-07, 75.20, 75.45, 73.07, 73.82, 5291800, 65.49,,
2011-10-06, 72.72, 74.69, 72.00, 74.65, 4835800, 66.23,,
2011-10-05, 71.74, 72.84, 71.01, 72.53, 5467000, 64.35,,
2011-10-04, 70.13, 72.18, 68.63, 72.01, 8700000, 63.89,,
2011-10-03, 71.13, 73.24, 70.93, 70.93, 7619300, 62.93,,
2011-09-30, 73.91, 73.94, 71.71, 71.79, 7184500, 63.69,,
2011-09-29, 74.97, 75.68, 73.50, 74.53, 5633500, 66.12,,
2011-09-28, 76.42, 77.20, 73.50, 73.60, 5932100, 65.30,,
2011-09-27, 76.37, 77.77, 75.82, 76.28, 4875300, 67.68,,
2011-09-26, 74.39, 75.26, 73.45, 75.19, 5033400, 66.71,,
2011-09-23, 72.64, 74.33, 72.34, 73.99, 4583800, 65.64,,
2011-09-22, 74.82, 74.90, 72.00, 72.90, 10108500, 64.68,,
2011-09-21, 79.33, 79.76, 76.27, 76.34, 4957800, 67.73,,
2011-09-20, 79.44, 79.92, 78.46, 79.21, 3914800, 70.28,,
2011-09-19, 79.57, 79.57, 77.88, 79.21, 4552700, 70.28,,
2011-09-16, 81.43, 81.65, 80.01, 80.53, 6027600, 71.45,,
2011-09-15, 80.18, 81.03, 79.48, 80.63, 4222300, 71.54,,
2011-09-14, 77.96, 80.39, 76.91, 79.44, 5402500, 70.48,,
2011-09-13, 78.28, 78.79, 77.19, 77.81, 6469100, 69.03,,
2011-09-12, 76.21, 78.28, 76.00, 78.22, 5848900, 69.40,,
2011-09-09, 78.06, 78.18, 76.00, 76.65, 7423400, 68.00,,
2011-09-08, 79.88, 80.65, 78.78, 79.26, 4722200, 70.32,,
2011-09-07, 79.36, 80.64, 78.66, 80.57, 5213800, 71.48,,
2011-09-06, 77.44, 78.26, 76.70, 78.08, 5271200, 69.27,,
2011-09-02, 80.02, 80.33, 78.92, 79.35, 4391300, 70.40,,
2011-09-01, 83.02, 83.95, 81.28, 81.61, 4535400, 72.41,,
2011-08-31, 82.70, 83.37, 82.20, 82.98, 4737700, 73.62,,
2011-08-30, 81.68, 82.61, 80.71, 82.07, 3734200, 72.81,,
2011-08-29, 81.30, 82.23, 80.90, 82.10, 3467000, 72.84,,
2011-08-26, 77.73, 80.26, 76.50, 80.01, 5390000, 70.99,,
2011-08-25, 80.45, 80.65, 77.79, 78.19, 6604500, 69.37,,
2011-08-24, 79.40, 80.45, 78.85, 80.29, 5176800, 71.23,,
2011-08-23, 77.17, 79.81, 76.87, 79.67, 5819100, 70.68,,
2011-08-22, 78.34, 78.52, 76.50, 76.95, 4434200, 68.27,,
2011-08-19, 76.65, 78.82, 76.60, 76.87, 6151600, 68.20,,
2011-08-18, 79.83, 80.02, 76.74, 77.42, 8546300, 68.69,,
2011-08-17, 82.19, 83.03, 80.58, 80.93, 5429400, 71.80, 0.55, 
2011-08-16, 82.53, 82.68, 81.05, 82.13, 5078200, 72.38,,
2011-08-15, 82.66, 83.66, 81.97, 83.31, 4157200, 73.42,,
2011-08-12, 81.89, 82.76, 80.80, 82.54, 5718100, 72.74,,
2011-08-11, 78.69, 82.36, 78.29, 81.22, 7142300, 71.58,,
2011-08-10, 81.00, 81.22, 78.01, 78.23, 9377400, 68.94,,
2011-08-09, 80.23, 82.86, 78.06, 82.69, 12008400, 72.87,,
2011-08-08, 80.75, 81.37, 78.53, 78.59, 11496200, 69.26,,
2011-08-05, 83.44, 84.22, 81.24, 82.75, 8453100, 72.93,,
2011-08-04, 85.07, 85.07, 82.11, 82.23, 9061600, 72.47,,
2011-08-03, 85.56, 86.45, 84.82, 86.18, 6277000, 75.95,,
