95.48,6/17/2016 15:41,61.86,6/17/2016 15:42,129.68,6/17/2016 15:42,75.92,6/17/2016 15:43,28.825,6/17/2016 15:43,101.53,6/17/2016 15:44,67.32,6/17/2016 15:44,99,6/17/2016 15:45,30.675,6/17/2016 15:45,145.96,6/17/2016 15:46,127.31,6/17/2016 15:46,151.97,6/17/2016 15:47,31.72,6/17/2016 15:47,115.5,6/17/2016 15:47,62.24,6/17/2016 15:48,44.775,6/17/2016 15:49,122.45,6/17/2016 15:49,169.15,6/17/2016 15:50,55.83,6/17/2016 15:50,50.11,6/17/2016 15:51,53.75,6/17/2016 15:51,34.24,6/17/2016 15:52,83.14,6/17/2016 15:52,111.89,6/17/2016 15:53,137.68,6/17/2016 15:53,101.26,6/17/2016 15:54,77.12,6/17/2016 15:54,53.71,6/17/2016 15:55,71.065,6/17/2016 15:55,90.795,6/17/2016 15:56
95.33,6/17/2016 15:56,61.82,6/17/2016 15:57,129.66,6/17/2016 15:57,75.92,6/17/2016 15:58,28.915,6/17/2016 15:59,101.54,6/17/2016 15:59,67.31,6/17/2016 15:59,98.98,6/17/2016 15:59,30.61,6/17/2016 15:59,145.71,6/17/2016 15:59,127.13,6/17/2016 15:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
