Mar 30, 2004, 25.21, 25.33, 25.03, 25.20, 59010400, 17.49
Mar 29, 2004, 25.25, 25.40, 25.00, 25.31, 51881600, 17.56
Mar 26, 2004, 25.11, 25.51, 25.00, 25.03, 61584900, 17.37
Mar 25, 2004, 24.60, 25.24, 24.58, 25.19, 85677900, 17.48
Mar 24, 2004, 24.38, 24.58, 24.18, 24.41, 97584700, 16.94
