2016-6-20 13:41:56, 95.99, 1728587, 2016-6-20 13:42:26, 62.66, 238279, 2016-6-20 13:41:51, 133.32, 167153, 2016-6-20 13:43:29, 76.71, 229123, 2016-6-20 13:43:51, 28.99, 890978, 2016-6-20 13:43:41, 103.12, 226897, 2016-6-20 13:44:27, 67.83, 44991, 2016-6-20 13:45:01, 99.96, 270216, 2016-6-20 13:45:41, 31, 1574215, 2016-6-20 13:45:01, 148.19, 121788, 2016-6-20 13:46:04, 128.31, 142994, 2016-6-20 13:45:19, 153.8, 88768, 2016-6-20 13:47:26, 32.34, 878625, 2016-6-20 13:48:29, 116.61, 218903, 2016-6-20 13:49:02, 62.67, 626747, 2016-6-20 13:49:32, 45.16, 443009, 2016-6-20 13:49:15, 123.63, 108345, 2016-6-20 13:50:12, 171.57, 103145, 2016-6-20 13:50:59, 56.495, 501837, 2016-6-20 13:50:54, 50.625, 1908495, 2016-6-20 13:52:07, 54.67, 447707, 2016-6-20 13:51:37, 34.63, 1112458, 2016-6-20 13:53:00, 83.3, 308166, 2016-6-20 13:52:27, 112.86, 49330, 2016-6-20 13:54:05, 138.79, 69100, 2016-6-20 13:53:59, 102.15, 181050, 2016-6-20 13:55:01, 77.68, 298447, 2016-6-20 13:54:36, 53.67, 516465, 2016-6-20 13:55:50, 71.17, 351692, 2016-6-20 13:56:35, 91.35, 438103
2016-6-20 13:57:10, 96, 1795320, 2016-6-20 13:57:41, 62.7, 251850, 2016-6-20 13:58:10, 133.545, 174015, 2016-6-20 13:58:14, 76.78, 235416, 2016-6-20 13:58:50, 28.965, 912781, 2016-6-20 13:59:18, 103.21, 233946, 2016-6-20 13:58:10, 67.87, 47358, 2016-6-20 14:00:33, 99.965, 282552, 2016-6-20 14:00:10, 30.99, 1676860, 2016-6-20 13:58:33, 148.31, 123431, 2016-6-20 14:01:28, 128.35, 146490, 2016-6-20 14:02:12, 153.83, 91315, 2016-6-20 14:03:00, 32.34, 895741, 2016-6-20 14:03:24, 116.84, 226923, 2016-6-20 14:03:56, 62.71, 653134, 2016-6-20 14:04:43, 45.16, 456750, 2016-6-20 14:04:23, 123.65, 112120, 2016-6-20 14:05:09, 171.61, 104663, 2016-6-20 14:06:14, 56.42, 510729, 2016-6-20 14:06:30, 50.59, 1979680, 2016-6-20 14:07:01, 54.61, 466778, 2016-6-20 14:06:11, 34.59, 1136411, 2016-6-20 14:08:11, 83.27, 315097, 2016-6-20 14:08:38, 112.87, 52338, 2016-6-20 14:09:09, 139.1, 74408, 2016-6-20 14:09:28, 102.1, 189015, 2016-6-20 14:10:14, 77.64, 310005, 2016-6-20 14:10:42, 53.755, 528910, 2016-6-20 14:11:01, 71.19, 374259, 2016-6-20 14:11:44, 91.3, 456865
